,image_Height,image_Width,image_Format,image_mode,image_Animated,image_Frames,image_id,class,Xmin,Xmax,Ymin,Ymax,width,height
718,2560,2560,JPEG,RGB,False,1,22457f2e-a740-4719-9512-056749695281.jpg,Airplane,904,1082,1258,1412,178,154
719,2560,2560,JPEG,RGB,False,1,22457f2e-a740-4719-9512-056749695281.jpg,Airplane,976,1140,1433,1546,164,113
720,2560,2560,JPEG,RGB,False,1,22457f2e-a740-4719-9512-056749695281.jpg,Airplane,1855,2043,1525,1697,188,172
721,2560,2560,JPEG,RGB,False,1,22457f2e-a740-4719-9512-056749695281.jpg,Airplane,782,959,944,1085,177,141
722,2560,2560,JPEG,RGB,False,1,22457f2e-a740-4719-9512-056749695281.jpg,Airplane,1571,1773,975,1162,202,187
723,2560,2560,JPEG,RGB,False,1,22457f2e-a740-4719-9512-056749695281.jpg,Airplane,2077,2294,756,903,217,147
724,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1910,1995,156,240,85,84
725,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,2129,2203,587,673,74,86
726,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1725,1802,337,441,77,104
727,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1820,1891,397,493,71,96
728,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1918,1979,462,536,61,74
729,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,386,539,934,1058,153,124
730,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,455,605,799,922,150,123
731,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,863,1012,650,784,149,134
732,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,795,932,792,922,137,130
733,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1374,1453,663,737,79,74
734,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1363,1450,758,826,87,68
735,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1290,1355,816,886,65,70
736,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1223,1300,873,942,77,69
737,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1187,1267,949,1021,80,72
738,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1220,1301,1027,1098,81,71
739,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,635,797,1081,1218,162,137
740,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,400,487,1317,1398,87,81
741,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1079,1160,1589,1658,81,69
742,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1745,1808,1352,1442,63,90
743,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1785,1826,1625,1682,41,57
744,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1592,1666,1560,1647,74,87
745,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1301,1452,1699,1827,151,128
746,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1183,1273,1843,1917,90,74
747,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1592,1665,1928,2017,73,89
748,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,2034,2129,2205,2282,95,77
749,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,2267,2344,2220,2325,77,105
750,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1904,1981,2361,2455,77,94
751,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,1763,1866,2425,2516,103,91
752,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Airplane,479,552,1181,1268,73,87
753,2560,2560,JPEG,RGB,False,1,9089631b-b1c0-4df8-b3f4-061c98149a94.jpg,Truncated_airplane,2276,2351,5,42,75,37
754,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,779,965,62,233,186,171
755,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1519,1678,465,626,159,161
756,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,2066,2279,590,783,213,193
757,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1048,1213,330,488,165,158
758,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,901,1076,504,663,175,159
759,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,577,766,447,639,189,192
760,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,801,969,676,826,168,150
761,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,726,886,858,1007,160,149
762,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1154,1346,1019,1190,192,171
763,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1707,1804,1069,1193,97,124
764,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,2219,2387,1473,1661,168,188
765,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,2043,2113,1856,1950,70,94
766,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1785,1886,1833,1938,101,105
767,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1041,1214,1183,1333,173,150
768,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1015,1114,1363,1455,99,92
769,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1207,1371,1391,1559,164,168
770,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1405,1565,1556,1717,160,161
771,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1350,1456,1720,1839,106,119
772,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1159,1329,1745,1922,170,177
773,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,857,1028,1718,1902,171,184
774,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,632,809,1042,1195,177,153
775,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,542,701,1198,1345,159,147
776,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,2246,2342,2169,2288,96,119
777,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,2006,2107,2152,2267,101,115
778,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1156,1292,2110,2268,136,158
779,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1327,1424,2217,2313,97,96
780,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,745,819,2080,2188,74,108
781,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,1022,1125,2133,2245,103,112
782,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,6,177,349,525,171,176
783,2560,2560,JPEG,RGB,False,1,3da0b873-fdde-4faf-9a85-021248c7dacf.jpg,Airplane,223,407,325,529,184,204
784,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,2361,2489,939,1074,128,135
785,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1947,2065,1116,1232,118,116
786,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1334,1414,944,1038,80,94
787,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1643,1732,1170,1237,89,67
788,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1651,1736,791,849,85,58
789,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1610,1754,1405,1533,144,128
790,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1651,1738,1699,1774,87,75
791,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1203,1254,1388,1429,51,41
792,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1213,1283,1625,1679,70,54
793,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1215,1276,1711,1757,61,46
794,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1213,1276,1781,1832,63,51
795,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1198,1275,1933,2006,77,73
796,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1177,1261,2019,2089,84,70
797,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,987,1064,1923,1996,77,73
798,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1006,1071,1764,1805,65,41
799,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,859,925,1194,1243,66,49
800,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,566,636,1995,2063,70,68
801,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,987,1047,987,1041,60,54
802,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1218,1276,665,711,58,46
803,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1204,1264,778,829,60,51
804,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,1225,1281,833,886,56,53
805,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,978,1041,809,862,63,53
806,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,984,1046,871,922,62,51
807,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,162,247,434,507,85,73
808,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,741,821,984,1058,80,74
809,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,244,311,1911,2012,67,101
810,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,596,671,1660,1737,75,77
811,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,589,674,1754,1815,85,61
812,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,369,463,1733,1816,94,83
813,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,580,667,604,679,87,75
814,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,611,693,766,836,82,70
815,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,602,679,932,997,77,65
816,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,601,686,1088,1151,85,63
817,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,609,688,1165,1237,79,72
818,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,352,448,775,843,96,68
819,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,351,443,1027,1095,92,68
820,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Airplane,357,451,1103,1168,94,65
821,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,3,73,592,665,70,73
822,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,1,66,684,756,65,72
823,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,66,763,852,66,89
824,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,80,1047,1130,80,83
825,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,82,1148,1216,82,68
826,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,80,1223,1295,80,72
827,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,63,1355,1435,63,80
828,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,58,1447,1526,58,79
829,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,65,1536,1611,65,75
830,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,58,1624,1708,58,84
831,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,66,1808,1895,66,87
832,2560,2560,JPEG,RGB,False,1,af67041b-f363-47ae-8ddd-f652db3a6bab.jpg,Truncated_airplane,0,72,1902,1985,72,83
833,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,891,994,638,741,103,103
834,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,564,687,587,692,123,105
835,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,523,664,710,819,141,109
836,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,805,935,880,996,130,116
837,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,458,565,1001,1137,107,136
838,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,694,754,1085,1159,60,74
839,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,387,492,1298,1420,105,122
840,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,630,686,1363,1438,56,75
841,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,687,763,1521,1581,76,60
842,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,301,436,1586,1733,135,147
843,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,641,759,1618,1726,118,108
844,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1202,1299,1499,1612,97,113
845,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1456,1515,1578,1651,59,73
846,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1721,1826,1625,1761,105,136
847,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1590,1699,1593,1737,109,144
848,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,2014,2140,1832,1956,126,124
849,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1822,1926,2096,2205,104,109
850,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1326,1438,1698,1805,112,107
851,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1329,1412,1828,1905,83,77
852,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,878,996,1826,1939,118,113
853,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,628,697,1771,1831,69,60
854,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,563,695,1871,1984,132,113
855,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,555,663,2012,2101,108,89
856,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,815,927,2081,2191,112,110
857,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1246,1372,2049,2163,126,114
858,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1483,1609,2251,2374,126,123
859,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,2308,2414,1924,2029,106,105
860,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,2452,2522,1831,1905,70,74
861,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,2270,2376,2058,2160,106,102
862,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,2233,2357,2176,2290,124,114
863,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,2197,2333,2307,2419,136,112
864,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1879,2011,2350,2467,132,117
865,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,1988,2035,1731,1792,47,61
866,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Airplane,2477,2537,1347,1405,60,58
867,2560,2560,JPEG,RGB,False,1,dce20c6a-d661-4258-9c58-5507f38ce97e.jpg,Truncated_airplane,2480,2556,2424,2559,76,135
868,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1713,1813,968,1087,100,119
869,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,2077,2138,1175,1244,61,69
870,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,864,999,1015,1134,135,119
871,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,641,709,1230,1284,68,54
872,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,744,846,1336,1441,102,105
873,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1018,1084,1261,1327,66,66
874,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1186,1248,1338,1411,62,73
875,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1359,1432,1407,1483,73,76
876,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1457,1561,1442,1592,104,150
877,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1565,1630,1610,1672,65,62
878,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1666,1726,1593,1668,60,75
879,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1879,1935,1751,1817,56,66
880,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,2060,2126,1634,1702,66,68
881,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,2109,2166,1882,1947,57,65
882,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,2222,2286,1957,2024,64,67
883,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,2331,2411,2012,2075,80,63
884,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,2305,2421,2122,2232,116,110
885,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,2164,2297,2361,2478,133,117
886,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,860,976,1446,1553,116,107
887,2560,2560,JPEG,RGB,False,1,03f84930-e2be-4c19-9afc-0dc26d02538e.jpg,Airplane,1600,1632,150,189,32,39
888,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,16,150,854,995,134,141
889,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,2232,2357,356,477,125,121
890,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,2319,2439,606,719,120,113
891,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,2364,2487,738,853,123,115
892,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1967,2045,570,635,78,65
893,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1996,2069,646,711,73,65
894,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1968,2033,850,921,65,71
895,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1720,1815,661,737,95,76
896,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1760,1840,744,805,80,61
897,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1809,1874,897,979,65,82
898,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,2020,2102,965,1039,82,74
899,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,2318,2450,903,1017,132,114
900,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1168,1284,848,987,116,139
901,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,2304,2379,1048,1133,75,85
902,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,2061,2171,1116,1246,110,130
903,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1814,1924,1196,1332,110,136
904,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1175,1311,1040,1167,136,127
905,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1383,1515,1133,1252,132,119
906,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1549,1666,1272,1424,117,152
907,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,1422,1539,1314,1467,117,153
908,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,716,777,1045,1123,61,78
909,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,492,612,1051,1166,120,115
910,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,335,414,1143,1219,79,76
911,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,936,1042,1469,1593,106,124
912,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,818,924,1409,1536,106,127
913,2560,2560,JPEG,RGB,False,1,14436c8c-93ec-41af-9fbf-43a5f39f2b98.jpg,Airplane,698,808,1356,1476,110,120
